x,y
-82.50323165396259,27.86078781094954
-82.49708203023981,27.83631339762631
-82.47577197160366,27.83237431191588
-82.48799867777278,27.841070339390892
-82.49899600623566,27.843483872847944
-82.49226018441554,27.84808257493059
-82.54095512083462,27.851076204665222
-82.52986756306883,27.83486130102667
-82.52934400149209,27.864358827763795
-82.49564904097608,27.843404526333885
-82.53362633659148,27.865947651063845
-82.48247213241594,27.823922184964765
-82.4908098199784,27.825079462579012
-82.47347362283004,27.84068054371836
-82.52905193938564,27.87790016490012
-82.51872840828828,27.89267115306253
-82.53136900729372,27.890320582606307
-82.52139252771458,27.890341975457822
-82.54058041634819,27.88668931500094
-82.52350136714162,27.887647786845296
-82.53416377654557,27.89279932344673
-82.52849817322891,27.879253760771398
-82.52531358456305,27.889079246494532
-82.54028945198395,27.88731641218876
-82.53029359546967,27.873805215616816
-82.52517591047871,27.886971968099587
-82.52735972293642,27.87577350012929
-82.527684174182,27.884075424679175
-82.53375151838839,27.868142534164342
-82.5111353968641,27.881380056193116
-82.5081895080695,27.87689509976485
-82.50804582893686,27.888214450693773
-82.51180186426969,27.88626859793355
-82.51636388070857,27.87106593964259
-82.51180422557827,27.879172949114995
-82.5084405706231,27.874154578178274
-82.5133479393073,27.88162957442736
-82.50715671343279,27.89101986895936
-82.51302991839287,27.86810374727597
-82.51173257103774,27.87639800376751
-82.51248500898286,27.885832950201785
-82.4992743237581,27.87896134689278
-82.50258530505432,27.893134183089312
-82.50004576967837,27.87893736135658
-82.50343901098739,27.8684247044122
-82.49965425136595,27.884820718355748
-82.49544135238804,27.87044859598214
-82.50011589034729,27.881656975222697
-82.49708637319178,27.87277300544731
-82.50428028157363,27.89315865622
-82.49753546473214,27.88874247952454
-82.50529340232546,27.88854909147596
-82.49548451094638,27.890287704650756
-82.49900807308822,27.892163930996354
-82.5013822973747,27.872257215080143
-82.49392407378235,27.891323990174442
-82.50280344947842,27.884018630304784
-82.49130541359227,27.868504713835385
-82.48648349865317,27.879037618030058
-82.4876346430165,27.880565365262022
-82.48728878495771,27.881736638080493
-82.48060287561961,27.883777525905163
-82.49304781328362,27.873900903411286
-82.48425239884081,27.88362868158349
-82.49296358118565,27.874944457533292
-82.48346628572085,27.87767353172396
-82.48765885215106,27.88559287055817
-82.4927053327708,27.88271422403871
-82.49276222628464,27.885269975253312
-82.48797113992437,27.884456550581444
-82.49162821116296,27.889311082518926
-82.49228296225958,27.881701783554423
-82.49066348600606,27.886751423306908
-82.48566955311227,27.893504050160033
-82.48831850968274,27.890352480835364
-82.49122521430706,27.90039018945088
-82.49081526243614,27.89412558516701
-82.5035549782137,27.90041751817204
-82.50345319677207,27.90038435662927
-82.50570037784522,27.89401391866739
-82.49223334235258,27.89629667338465
-82.48841527429222,27.90039072972599
-82.48760855059881,27.896440764934457
-82.4975555917291,27.902516077814088
-82.50100455801972,27.903256769229447
-82.49531887770848,27.9006164966152
-82.49095510345528,27.903119273431408
-82.49644313591136,27.902945433809066
-82.49774379876091,27.90844253866662
-82.49728535902463,27.902870578217055
-82.48944077784603,27.907217411386362
-82.49839482348466,27.900568613750742
-82.48991166647654,27.90546626774056
-82.50929077723572,27.9055170104929
-82.5138005025912,27.895061304187987
-82.51122234576286,27.905562944528903
-82.51215097172594,27.90051004802362
-82.51106948647761,27.898641485289236
-82.51065311152728,27.89392862554625
-82.50646484071461,27.906389882991384
-82.5139653326087,27.906848595372036
-82.51359902473794,27.898285719259917
-82.5077843443219,27.901006735503742
-82.51936149701099,27.904218864200683
-82.52243562879315,27.906389742665727
-82.53016505934973,27.905227197087044
-82.52704567504702,27.907169861233978
-82.5202421517619,27.90388848407175
-82.52068528504992,27.90529063321866
-82.51915235852775,27.9005561212691
-82.53775917051071,27.89320565393915
-82.5271795812026,27.90305691809053
-82.5425038050934,27.893022203548316
-82.53078200590618,27.902841697434482
-82.52557149246464,27.893685069525773
-82.5251910809104,27.893614216552184
-82.52518700925324,27.91261021144305
-82.52444170715985,27.9127056336363
-82.52396527033318,27.91948933179579
-82.52306395567308,27.913195639018074
-82.52717102122607,27.912195014545937
-82.52417141033992,27.91227604833113
-82.52090183596012,27.912172374224625
-82.51868302337034,27.91618159191044
-82.52648544084512,27.915444749415453
-82.52120929858027,27.921305391565554
-82.5229867058462,27.917315862739326
-82.52994777318612,27.91087092630682
-82.52561353685137,27.91327100671484
-82.52163789732255,27.911739206643112
-82.52798765524177,27.92098073709889
-82.50934857898615,27.909253936657773
-82.51059299330228,27.917045094849207
-82.51134193544715,27.920163166045533
-82.50883552087599,27.910043471170606
-82.51019078367834,27.916770184373284
-82.51777704184569,27.917218425020103
-82.50773613628552,27.920333082293833
-82.51432054797947,27.918453075809683
-82.51463196773737,27.91182477139078
-82.51703369083972,27.911050319708202
-82.50919884753625,27.918452772803935
-82.51535042874004,27.91810401241824
-82.51771111317858,27.912360835726346
-82.50989007226696,27.912293185082817
-82.50588499062123,27.89843019617852
-82.50206697209708,27.911614024966397
-82.5031218245204,27.90293378481256
-82.5004520511889,27.91204226083498
-82.49466738412079,27.919364075541065
-82.49409543116494,27.920683793535492
-82.49951387674756,27.914002175860347
-82.49271292412038,27.920837026432892
-82.4936303618235,27.922929451568013
-82.5023661889561,27.912336107425034
-82.49852510024405,27.91593635872815
-82.49884262621848,27.913687891243388
-82.49275923176971,27.9104141643958
-82.4856057576386,27.925426674038732
-82.49874932219305,27.91017195486961
-82.4843408579022,27.928405230883754
-82.4939260238794,27.91248696432569
-82.48459682900796,27.92771889654304
-82.48611959322021,27.92348512086034
-82.49213217248368,27.910815299268886
-82.48349486745416,27.92926443889026
-82.4946134652757,27.913711608664872
-82.49589606991889,27.91242447310238
-82.49156279683307,27.91179547365003
-82.46079517225935,27.915662965529112
-82.45665801485089,27.917496134486818
-82.44740655058081,27.913716167102564
-82.44728308670666,27.90864383246606
-82.46105416214913,27.920087869473583
-82.4494463662161,27.917332914084856
-82.45146115283583,27.92433412261069
-82.45824784627102,27.938615446246608
-82.45551034472527,27.92409951641635
-82.4597352634823,27.92386187200072
-82.44893249921172,27.921185416023995
-82.45960993937385,27.935393974353897
-82.46002364414878,27.927901578591406
-82.4494828666404,27.922808724014164
-82.449310031229,27.92337967115165
-82.45696409356862,27.932430499586463
-82.45245865102159,27.92573354770015
-82.46185025364346,27.92296881882261
-82.46065236728458,27.93792068970354
-82.4762419387395,27.93113898742648
-82.47863889698236,27.930872761782318
-82.47531764614048,27.93514569706043
-82.47020894374452,27.935160499282667
-82.47965015800075,27.935838696765295
-82.46709260011005,27.93493240620638
-82.47092321037053,27.933947673923285
-82.4815354269827,27.92579300231732
-82.47900431288275,27.930491654856937
-82.48146125922928,27.935327683349048
-82.48712962726549,27.93403010983199
-82.49243479225161,27.927538474417997
-82.49262829571128,27.92795104471875
-82.49148976435227,27.92655375429618
-82.47990378094835,27.938444584727907
-82.49165171984019,27.934095670946885
-82.49287402243829,27.925475280792696
-82.48832930111956,27.93561117753018
-82.48913700752315,27.929605773325278
-82.4871923269224,27.93125171548232
-82.4925852453722,27.933789502883382
-82.50423631209382,27.93467979381925
-82.49617190123878,27.937310772037343
-82.49464266658109,27.925358012965294
-82.50088748222244,27.931784803008824
-82.49716597705924,27.935061389933665
-82.50321027901155,27.93371074331791
-82.50409577990202,27.92655155606461
-82.49935640356081,27.933944194813
-82.50012964504354,27.93383382564385
-82.50981943692437,27.93561408435329
-82.51829513474021,27.93575083559611
-82.50361817587323,27.940139272296527
-82.52415918118079,27.944490078850276
-82.51018508503017,27.939722353620162
-82.51209787992799,27.93446101398421
-82.52271339380685,27.942067851487067
-82.50686317275353,27.941486173791755
-82.52389694712643,27.935340348584884
-82.50393610807292,27.94309900759933
-82.50889801275497,27.943121713038224
-82.52208803988884,27.941666383561543
-82.50604398217216,27.943963621249814
-82.50532116987146,27.937139911756294
-82.51681278069995,27.92715616875245
-82.51825437838728,27.928304957702302
-82.51767869241182,27.928030343167922
-82.51968613264815,27.925118017689783
