x,y
-82.54401324525398,28.465763673769313
-82.55653101093128,28.46112716120889
-82.55010374840103,28.471447949314687
-82.55404869392707,28.464503461321144
-82.55073503640364,28.459085806467392
-82.53816635500095,28.466857591754337
-82.54056141489056,28.462218288945504
-82.53611227735205,28.468036858899456
-82.53798359895004,28.459028633850696
-82.54646621796842,28.462470505440532
-82.55349191140722,28.46184467176088
-82.5386425170167,28.464507752301607
-82.55540442911675,28.45951603068621
-82.56097162027831,28.4571458719095
-82.5582146375876,28.46713936755292
-82.53510689478027,28.4652376167175
-82.55907373788135,28.461790339351086
-82.55782924847911,28.468458555434943
-82.54884655106403,28.466827085287303
-82.56203936957013,28.455265106279487
-82.54803354276082,28.46948864911279
-82.53594668271704,28.470560093847435
-82.54058084207179,28.46949832775154
-82.55023013238001,28.464888934659207
-82.55742622405617,28.465104822870753
-82.53754724469319,28.46282624686533
-82.54034060127715,28.461687430178095
-82.55279365788,28.467394053796816
-82.54763307526585,28.468514965264493
-82.54325517965009,28.46577107151579
-82.55511000075573,28.467496231443434
-82.56180426686954,28.457360741293733
-82.53920561414621,28.465413286386624
-82.54964697067426,28.461414061781348
-82.5437847721353,28.46790400522365
-82.55153314032053,28.471180587456278
-82.54125222766899,28.46700337106171
-82.54064964476203,28.467352459635947
-82.53763002009839,28.468922510749888
-82.5602912115617,28.464246022518697
-82.55127964009039,28.466676889098164
-82.56020971226033,28.463827464767103
-82.53342313255602,28.462715035494494
-82.54285603964074,28.46995108227672
-82.54583855600774,28.467979856321833
-82.53590492283958,28.458786137668085
-82.54724929344164,28.468621345085268
-82.55212594699415,28.4587391230336
-82.54631988522765,28.467311213606962
-82.54749752628993,28.468769809542362
-82.54953624225367,28.464216498237917
-82.54572827948573,28.463764847003535
-82.55444592566943,28.465286798242577
-82.54823479561637,28.46686367917546
-82.55625054872499,28.464551996813395
-82.54626602629929,28.46295460599495
-82.55811668798464,28.46398416075362
-82.53590882030277,28.464244172102433
-82.53260433973627,28.465153150406593
-82.55131840614564,28.459263884929264
-82.5564086150716,28.461509267058716
-82.55760940936469,28.462801917975746
-82.55666134257612,28.460301700144903
-82.54519906100971,28.465002549273986
-82.55795351195016,28.45966819737041
-82.55626273740617,28.46714762010876
-82.54883949212497,28.463750722058048
-82.55711895605889,28.46586506485199
-82.55303838475264,28.469485066679333
-82.54668834570354,28.461395821868102
-82.53238471608869,28.465831291468728
-82.53813535944468,28.46889722359896
-82.56123654725432,28.46119911813115
-82.55372086706173,28.46679002192206
-82.53753816882579,28.459413444876247
-82.53585749970003,28.461871917254772
-82.55235119385033,28.465609699855143
-82.53498632195358,28.459319329694562
-82.55743535660649,28.459057078222713
-82.55940170684553,28.463556467995417
-82.53717602110666,28.468509555400686
-82.54562657419086,28.46023074265935
-82.54365038534627,28.461686094413274
-82.53539855979037,28.468664477534837
-82.5418218242835,28.46154638965754
-82.55997423640406,28.464331010694554
-82.53476778135014,28.45977392543919
-82.55650844443193,28.464205195135357
-82.55519679751988,28.46230686104887
-82.55586065479315,28.45759693059071
-82.5358499936615,28.4572629778369
-82.55332773333481,28.465272062251444
-82.53784803832211,28.46299006054071
-82.53727641189434,28.461163821077204
-82.53461375917931,28.464480613058953
-82.55020423962024,28.465843872813082
-82.54935988957754,28.470487710334805
-82.55272781091261,28.4639437094213
-82.53569659090728,28.463916531386538
-82.55548003696563,28.458815991808198
-82.54324063435857,28.466333699103913
-82.53673278306744,28.46650041319067
-82.55312496994483,28.469164873572648
-82.5397374067673,28.463911075770678
-82.55760682941359,28.463503377871763
-82.55637328607187,28.47112698850558
-82.53450248330203,28.47007293494768
-82.5516631498173,28.459769036936137
-82.53149371421948,28.469727868418317
-82.5487912403354,28.46538209460764
-82.53265229229429,28.464776804141135
-82.53708326254862,28.470794027974588
-82.54571182848792,28.464314227618814
-82.54003461351716,28.467802393350272
-82.55867340492513,28.46771596237267
-82.5374864612645,28.470026535736654
-82.53917447342556,28.45888633446473
-82.55656001818879,28.458104046049176
-82.53496608457311,28.457110776047
-82.55982588013627,28.464057785597603
-82.55848060477983,28.463551167061986
-82.5607387932044,28.46010083274205
-82.55738044409152,28.46627382299886
-82.56120884743325,28.459393985907862
-82.53696209779915,28.459025639173976
-82.54627354320598,28.467739759917794
-82.55073198736937,28.459021833024938
-82.53482906948544,28.464768865703686
-82.54845334597434,28.461794213058283
-82.55455610055488,28.461731099991518
-82.54160083538409,28.466474346728514
-82.5539901347154,28.466656943371078
-82.53917991918453,28.46084885369413
-82.55293803790406,28.465872324898964
-82.5522977837931,28.466073725166854
-82.55545613971977,28.469890167415492
-82.53721669367522,28.462851929576185
-82.54453878894533,28.469276995104313
-82.53788752494212,28.456743520372488
-82.5344289300863,28.468770358668436
-82.55021043797841,28.462480089112038
-82.54991624084434,28.470396428940838
-82.53725779555995,28.466962729962244
-82.55998647005642,28.463806513554232
-82.53776291893412,28.456457694962335
-82.54783838297227,28.470231246588863
-82.5429547577146,28.461522485852374
-82.5552837673046,28.4692922357536
-82.5445917222124,28.468178424989393
-82.55005832971106,28.463562772838934
-82.54349671765006,28.46357984108174
-82.55488461193086,28.46415217180853
-82.53813207502176,28.461888009349494
-82.53522469937724,28.45850209800595
-82.5566518625114,28.466600600486093
-82.53603386216908,28.45638800564148
-82.56038796335905,28.463499839814606
-82.53796619358889,28.46375584370168
-82.54977844567809,28.466687040826084
-82.55512882902755,28.45846020128299
-82.55658455205916,28.466008230933987
-82.5578831418927,28.467906968438424
-82.54511348157355,28.469768138637424
-82.55892626206048,28.460139999989156
-82.55853390685388,28.455982060533223
-82.55339443677954,28.470204527609056
-82.55626182815722,28.460876924802434
-82.56114937467952,28.456047260604315
-82.54541532887357,28.467010750900016
-82.54372087004616,28.466517140288264
-82.5327081280777,28.467453148887575
-82.55786480232312,28.458840451254705
-82.54284763743826,28.469400963533477
-82.55615485700423,28.46134992947186
-82.54618532188272,28.464227971762117
-82.55806704184293,28.461771618365017
-82.54041560223696,28.462715703288904
-82.55893788502983,28.46559345738218
-82.55337577978243,28.46669569669907
-82.5568309957154,28.468891127776935
-82.53909647580913,28.465772413930065
-82.54632686154213,28.46113112874272
-82.55555533125988,28.457057348103238
-82.54337975171048,28.463130934379954
-82.55726814374154,28.461492998984784
-82.55061495358821,28.461605308420147
-82.55410010614679,28.46601243360216
-82.54242682084308,28.466626338124566
-82.54173540107784,28.4683689934262
-82.55679239081466,28.45727811034313
-82.55892325776459,28.46801918352607
-82.5404372317579,28.47044516600376
-82.55990907395471,28.460305274423973
-82.53639570712161,28.46019708014862
